id,imdb_id,overview,tagline,title,vote_average,vote_count,movieId,imdbId,tmdbId,movieId,rating,timestamp,userId
151489,tt0104403,"'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar.",,Hedd Wyn,6.5,2,988,116442,58985,1027,4.5,1391658634,988
4837,tt0061495,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.",,La Collectionneuse,6.5,25,990,117011,10861,1201,5,1391658440,990
12632,tt0110246,No overview found.,,Kaspar Hauser,6.3,4,991,117039,1770,1408,5,1391658667,991
9098,tt0116164,"Christoph, cop and self-confident macho, has trouble with his fiance. After a long night he wakes up in the arms of Edgar, a good-looking, gay auto-mechanic. His live gets more and more troublesome after his girl friend throws him out of their apartment and as last resort he moves to Edgars place. Working together with a new, good-looking, very self-confident, female collegue, but living with a good-looking gay guy makes him pretty uncertain about his sexuality and his role as a cop. Written by Konstantin Articus",Macho cop finds himself in a relationship with a gay man and questions his life. German.,Regular Guys,5.2,9,992,117473,44465,1918,3,1391657062,992
282919,tt0112865,,,Diebinnen,4,1,994,115678,18203,2042,3.5,1391657376,994
124614,tt0112716,"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England.",,The Convent,6.5,6,996,116830,9333,2596,4.5,1391657543,996
18975,tt0115472,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",A new angle on the classic tale... And that's no lie!,The Adventures of Pinocchio,5,55,997,115847,47260,2762,3,1391658583,997
11962,tt0116707,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",Sex Bugs Rock 'n Roll,Joe's Apartment,5,87,998,117603,9400,3424,3,1391657112,998
2925,tt0116313,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",Don't get mad. Get everything.,The First Wives Club,6.5,172,999,115438,9401,5669,3,1391658601,999
28628,tt0114550,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,The fight for the right to love,Stonewall,7.2,10,1003,116259,11306,6598,5,1391657861,1003
3595,tt0117438,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",Someone is going to pay.,Ransom,6.4,482,1004,116421,9625,26614,5,1391658574,1004
9308,tt0116531,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",A Dangerous Mind is a terrible thing to waste,High School High,5.4,51,1005,116000,10680,48516,5,1391658450,1005
92381,tt0117332,A hefty homeboy borrows his dad's Mercedes and goes to the beach with his friends for wild sun &amp; fun.,Ain't nothin' but a g-string.,Phat Beach,5.4,8,1006,115862,6346,51084,4,1391657605,1006
18555,tt0116353,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.,It took them 17 years to learn the rules. And one week to break them all.,Foxfire,6.3,30,1007,72653,18660,58295,4.5,1391657459,1007
12123,tt0115857,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,Reaction Time 8-4-96,Chain Reaction,5.3,291,1008,47977,35115,71211,3.5,1391657720,1008
10830,tt0117008,"A grouchy couple are parents to a very sweet girl, Matilda. Unlike her bratty brother and mean parents, Matilda becomes a very sweet and extremely intelligent 6 year old girl, who is very keen to go to school and read books. After a while, her parents send her to school with the worst principal in the world, a very sweet teacher, and good friends. While trying to put up with her parents' and principal's cruelty, she starts to unwittingly unleash telekinetic powers, destroying a television and making a newt fly onto the principal. With enough practice, Matilda starts to learn to control her telekinetic powers and soon using them on her principal so she can drive her away from the school.",A little magic goes a long way.,Matilda,6.9,892,1009,72951,14821,77455,4.5,1391658141,1009
3573,tt0116191,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",Cupid is armed and dangerous!,Emma,6.7,152,1010,64603,14136,79132,4,1391658115,1010
10546,tt0115986,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",Believe in the power of another,The Crow: City of Angels,5.2,119,1011,71607,10869,80489,4.5,1391658399,1011
18862,tt0116571,"High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems. Their school friends also decide to do the same with their parents to solve their respective problems",There's More Than One Way To Keep A Marriage Together...,House Arrest,5,32,1012,50798,22660,80906,3,1391658137,1012
31417,tt0053459,Professor Genessier is guilt-stricken after his daughter's face is disfigured in a car accident. He intends to rebuild his daughter's face via grafting skin tissue; he only needs a supply of donors to experiment on.,,Eyes Without a Face,7.5,130,1013,55277,19186,81158,4,1391658210,1013
9431,tt0117826,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",,Bordello of Blood,5,63,1014,54195,31102,81562,3.5,1391658218,1014
124619,tt0113695,"This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of getting away from his friends who are involved in drugs) who falls in love with a latino girl (who is heading off to college on a full scholarship). The second is about their parents, (she works in the neighborhood liquor store; he works for the phone company). The story takes place against the backdrop of a winning lottery ticket worth $27 million being sold to someone in the neighborhood from the liquor store.",,Lotto Land,7,1,1015,107131,6878,88129,4,1391658385,1015
297645,tt0108227,"This Chinese melodrama presents an allegory tinged with feminism with it’s portrayal of life and free enterprise in a modern, liberalized Chinese mountain village. Wanglai is the shady town grocer who steals stones from the Great Wall to sell as souvenirs.",,The Story of Xinghua,0,0,1016,53271,15944,91500,4.5,1391658311,1016
48144,tt0111424,,,The Day the Sun Turned Cold,7,2,1017,54357,18444,91529,4.5,1391658125,1017
46986,tt0113080,"The same situation is played out in different cities (New York, Berlin and Japan). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?",,Flirt,7.5,4,1018,59793,20723,91548,4,1391658270,1018
144982,tt0115680,"Benny, a hapless grifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.",,The Big Squeeze,5,1,1019,46672,173,96079,4,1391658186,1019
47907,tt0117718,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.","To a town with no future, comes a girl with a past.",The Spitfire Grill,6.8,17,1020,106611,864,96861,4,1391657924,1020
10061,tt0116225,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",Snake Is Back.,Escape from L.A.,5.6,381,1021,109127,24795,97938,4,1391657610,1021
36266,tt0112767,Follows a young cyclo (bicycle cab) driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.,,Cyclo,6.8,23,1022,42332,11224,104841,5,1391658157,1022
549,tt0115632,"Director Julian Schnabel illustrates the portrait of his friend, the first African-American Pop artist Jean-Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Alongside the biography of Basquiat are the artists and the art scene from early 1980’s New York.","In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",Basquiat,6.6,97,1023,63819,81310,106487,5,1391657798,1023
10478,tt0117918,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,Golf Pro. Love Amateur.,Tin Cup,5.9,152,1024,38166,15947,253,3,968045587,1024
66634,tt0104109,"Young John Anderson is captivated by jazz musician, Billy Cross when he performs on the remote airstrip of his Western Australian outback hometown after his plane is diverted. Years later, now a family man and making a meagre living tracking dingoes and playing trumpet in a local band, John still dreams of joining Billy on trumpet and makes a pilgrimage to Paris.",Truth is magic...It makes dreams come true.,Dingo,6,1,1025,57546,9078,529,1,968045407,1025
116690,tt0051980,"In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?",,The Ballad of Narayama,6.4,12,1026,41890,29682,538,3,968045438,1026
213917,tt0100840,"Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail.",,Every Other Weekend,6,2,1027,102798,8367,608,2,968045353,1027
145925,tt0107575,,,Mille bolle blu,6,1,1028,58331,433,673,1,968045732,1028
100914,tt0042054,"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill.",,Crows and Sparrows,5,1,1029,33563,11360,736,4,968045680,1029
238,tt0068646,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",An offer you can't refuse.,The Godfather,8.5,6024,1030,76538,11114,737,3,968045764,1030
159,tt0109255,"Der Bewegte Mann is a German comedy about a heterosexual man, Axel, who is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.",,Maybe... Maybe Not,6.1,34,1031,66817,12335,1028,1,968045500,1031
11134,tt0104558,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,"There's never a cop around when you need one, but when this cop's around, all you need is one.",Police Story 3: Supercop,6.7,109,1032,43274,12092,1032,2,968045561,1032
88224,tt0116985,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.,,Manny & Lo,6.3,9,1033,82406,10948,1077,3,968045500,1033
132641,tt0046468,"Ten years into a marriage, the wife is disappointed by the husband's lack of financial success, meaning she has to work and can't treat herself and the husband finds the wife slovenly and mean-spirited: she neither cooks not cleans particularly well and is generally disagreeable. In turn, he alternately ignores her and treats her as a servant. Neither is particularly happy, not helped by their unsatisfactory lodgers. The husband is easily seduced by an ex-colleague, a widow with a small child who needs some security, and considers leaving his wife.",,Wife,0,0,1034,116361,11229,1197,1,955407153,1034
42758,tt0114474,"Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power of raging hormones, the story focuses on Lex, who begins a downward spiral after he accidentally shoots the leader of Bobby's gang. Lex's cockiness and immaturity unfortunately prevent him from understanding the effect his subsequent crimes will have on both himself, and on those around him.",You are now entering Tongland,Small Faces,6.4,10,1035,59742,15121,1215,5,968045353,1035
9303,tt0115736,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.","In their world, you can't buy freedom, but you can steal it.",Bound,6.9,203,1036,95016,562,1220,5,955407153,1036
23945,tt0115836,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner.",A dad in a hurry. A man on the run. And five kids with an attitude.,Carpool,4.9,17,1037,104692,10163,1230,2,968045354,1037
37820,tt0101692,"A reserved man in need of a job, Carl Fitzgerald finds employment at a Greek restaurant. Upon meeting waitress Sophie, Carl begins dating the attractive woman. Though it seems things are improving for Carl, an unexpected situation leads to the death of Mustafa, a shady coworker, and Carl must figure out how to cover up the incident. Unsure of what to do, Carl enlists the help of his buddy, Dave, to get rid of Mustafa's corpse.",Carl Fitzgerald has decided to clean up his act... but first he has to get rid of the body.,Death in Brunswick,6.1,7,1040,117582,47199,1235,5,968045354,1040
22479,tt0116745,"Robert Altman's story is a riff on race, class, and power cross-cuts between the two kidnappings and the background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.","Kansas City, 1934. Anything could happen here. One night it did.",Kansas City,6.1,13,1041,117589,11159,1295,1,955407153,1041
9054,tt0119214,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.,Even the fish are laughing!,Gone Fishin',4.7,48,1042,117887,9591,1374,1,968045475,1042
241058,tt0116934,A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.,,Lover's Knot,4,2,1043,117924,30500,1387,4,968045475,1043
11985,tt0109066,"The film focuses on three city folks who unknowingly share the same apartment: Mei, a real estate agent who uses it for her sexual affairs; Ah-jung, her current lover; and Hsiao-ang, who's stolen the key and uses the apartment as a retreat.",,Vive L'Amour,7.3,16,1044,117791,41843,1639,2,968045438,1044
10232,tt0075169,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers.",,Shadow of Angels,4,2,1046,115640,10938,1732,3,968045529,1046
59569,tt0113542,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks.","Liar. Thief. Murderer. He hated all of humanity, himself most of all.",Killer: A Journal of Murder,6.3,10,1047,116908,11412,2259,2,955407153,1047
410921,tt0110693,"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences.",The Most Dangerous Man Alive Is A Man With Nothing To Lose,Nothing to Lose,0,0,1049,116409,10586,2355,2,968045475,1049
38955,tt0106544,"As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!",Only One Force Can Stop This Crime Wave....And She's One Tough Cop!,Project S,5.8,12,1050,116913,42314,2460,4,968045680,1050
110513,tt0116418,"Four women, Patti, Emma, Angela, and Nicki are completing their last year of high school. Unfortunately for the group, one of their own, Nicki, unexpectedly commits suicide. The three remaining women, upon finding out that Nicki had been raped before she died, begin to talk to each other about the ways in which they are oppressed by the men in their lives. They begin to fight together, taking revenge on Emma's rapist, Patti's abusive ex-boyfriend, and finally, Nicki's rapist.",,Girls Town,5.2,3,1051,117958,27845,2529,1,968045475,1051
114089,tt0112607,"In Paris, Ismaél, a young Tunisian, cares for two brothers, Nouredine, a cripple, and streetwise Mouloud, 14. In haste, Ismaél and Mouloud go to Marseilles where an uncle lives. Nouredine has died in a fire, and Ismaél feels guilt on top of grief. Ismaél becomes friends with Jacky, a white man whose father and brother hate immigrants. Mouloud hangs out with cousin Rhida who breaks Islamic rules and deals hash. Ismaél decides Mouloud must return to Tunisia, but the boy runs off, becoming an acolyte to Rhida's supplier. Ismaél and Jacky's Arab girlfriend start an affair, friends betray friends, and the racism gets ugly. Can Ismaél rescue himself and Mouloud or will life in France crush them?",,Bye-Bye,7.7,3,1053,117202,23223,2668,2,968045764,1053
11015,tt0120004,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",The Next Evolution In Terror.,The Relic,5.8,130,1054,116404,49471,2959,4,968045407,1054
9306,tt0116654,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA with horrific results.,The gates of hell are unlocked.,The Island of Dr. Moreau,4.6,148,1055,120107,38153,3146,2,968045732,1055
12559,tt0116311,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",He's young. He's wild. He's fun. And he's the one protecting the president's son.,First Kid,5.3,28,1056,116722,25147,3148,1,968045379,1056
58770,tt0117965,"How tenuous is man's hold on civilization when survival becomes an issue? When the lights go out and stay out for several days, suburbanites Matthew and Annie learn the hard way that man is ""by nature"" a predatory creature. Matthew's long-time friend, Joe, happens by on the second day and a rivalry between the two friends simmers as Annie cares for her sick baby. . Is this what is meant by ""man's inhumanity to man?""","When Nothing Works, Anything Goes.",The Trigger Effect,6.6,18,1057,116242,9716,3176,3,968045649,1057
124851,tt0114592,"Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--enough time to get out of debt and buy some nice things for the family. Three years later, Angel is still dealing, and has not saved any money, instead spending it on crack. His addiction grows, straining his friendship and his family life, and he gradually loses control.",,Sweet Nothing,5,2,1059,117509,454,3179,2,968045354,1059
3587,tt0115725,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.","A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",Bogus,5.4,46,1060,117802,10218,3298,4,968045529,1060
10723,tt0115783,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",Tough cop. Hostile witness.,Bulletproof,5.4,164,1061,117665,819,3324,1,968045732,1061
56077,tt0120271,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland",,Talk of Angels,6.8,4,1063,116714,56830,3408,4,968045379,1063
19004,tt0113596,"Littlefoot and his friends are constantly being bullied and browbeaten by three teenage dinosaurs: Hyp, a Hypsilophodon; Nod, a Nodosaurus; and Mutt, a Muttaburrasaurus. However, when a shower of meteorites (flying rocks) impacts near the Great Valley and causes a rock slide in the Mysterious Beyond, which blocks the water supply of the Great Valley, Hyp, Nod, and Mutt are no longer the biggest worry of Littlefoot and his friends. The increasing lack of water causes conflicts between the inhabitants of the Great Valley, who have lived in relative peace and harmony until this event.",,The Land Before Time III: The Time of the Great Giving,6.1,86,1064,115491,11238,3474,4,955407153,1064
101230,tt0109001,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by",,1-900,5,1,1066,29546,31530,3770,3,968045619,1066
253632,tt0094822,,,Baton Rouge,0,0,1067,28757,66473,3773,2,968045680,1067
10987,tt0113253,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",Haddonfield is ready to celebrate Halloween.... so is Michael Myers!,Halloween: The Curse of Michael Myers,5,173,1068,39286,28120,3780,2,968045619,1068
44705,tt0117991,"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.",,Twelfth Night,7,22,1069,37101,1834,3791,1,968045232,1069
20318,tt0117093,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",The truth is more shocking than the uniform he wears... HE WAS AN AMERICAN SPY.,Mother Night,7.1,13,1073,67992,252,3793,5,968045232,1073
43596,tt0024252,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune...",,Liebelei,6.3,8,1076,55018,16372,3794,3,968045232,1076
79782,tt1684935,An atmospheric coming-of-age story featuring an imaginative young boy named Marek who dreams of escaping an increasingly dangerous Poland on the eve of war for beautiful Venice.,,Venice,7.5,4,1077,70707,11561,3798,4,968045232,1077
26933,tt0111019,"Set in rural France during the end of the Algerian war, and immersed in the music of the sixties, this film follows four students in friendship and love. Francois's best friend is a girl Maite, but instead he falls in love with a boy Serge, while Serge is falling for Maite. Henri is the outsider, an Algerian-born frenchman who has fled the war, and the catalyst for Francois to find his identity.",,Wild Reeds,7.4,18,1078,66808,11302,3799,1,968045198,1078
27854,tt0035896,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan who has joined up on the side that appeals most to idealists of that era -- like Ernest Hemingway and his friends -- has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a bridge in a cave.,Thunderous! Tender! Touching!,For Whom the Bell Tolls,6.1,41,1079,95159,623,3801,3,968045198,1079
981,tt0032904,"Philadelphia heiress Tracy Lord throws out her playboy husband C.K. Dexter Haven shortly after their marriage. Two years later, Tracy is about to marry respectable George Kittredge whilst Dexter has been working for ""Spy"" magazine. Dexter arrives at the Lord mansion the day before the wedding with journalist Mike Connor and photographer Liz Imbrie, determined to spoil things.",Broadway's howling year-run comedy hit of the snooty society beauty who slipped and fell - IN LOVE!,The Philadelphia Story,7.7,196,1080,79470,583,3809,3,968045172,1080
872,tt0045152,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",What a Glorious Feeling!,Singin' in the Rain,7.9,747,1081,84865,12614,3825,5,968045142,1081
2769,tt0043278,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art.",What a joy! It's M-G-M's Technicolor musical!,An American in Paris,6.9,133,1082,68334,21711,3827,2,968045142,1082
13320,tt0050419,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.,'S Wonderful! 'S Marvelous!,Funny Face,7,162,1083,59243,11575,3829,2,968045106,1083
164,tt0054698,"Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past.","Audrey Hepburn plays that daring, darling Holly Golightly to a new high in entertainment delight!",Breakfast at Tiffany's,7.6,1082,1084,61418,475,3831,4,968045106,1084
426,tt0052357,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,Vertigo,8,1162,1085,52027,11331,3841,2,968045074,1085
567,tt0047396,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.",It only takes one witness to spoil the perfect crime.,Rear Window,8.2,1531,1086,46912,521,3844,1,968045074,1086
